Gcar,Gtm,Date,Team,Home,Opp,Result,Series,Inngs,Dec,DR,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA,FIP,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,IR,IS,SB,CS,PO,AB,2B,3B,GIDP,SF,ROE,BAbip,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Id,GmSc,DFS(DK),DFS(FD)
16,3,2012-10-10,NYY,,BAL,"W, 3-2 (12)",ALDS G3,11-GF(12),W(1-0),1,2.0,1,0,0,0,0,0,2,0,0,0,7,0.00,0.69,24,19,6,0,3,2,0,1,0,0,0,0,0,0,7,0,0,0,0,0,.200,1.91,0.3,39.50,3.2%,1.03,11t --- 0 out tie,12t 3 out tie,roberda08,,,
17,4,2012-10-11,NYY,,BAL,"L, 1-2 (13)",ALDS G4,8-8,,0,1.0,0,0,0,0,0,0,1,0,0,0,3,0.00,0.79,8,7,1,3,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,.000,1.42,0.1,27.13,1.2%,0.52,8t --- 0 out tie,8t 3 out tie,roberda08,,,
18,6,2012-10-13,NYY,,DET,"L, 4-6 (12)",ALCS G1,11-11,,1,1.0,1,0,0,0,0,0,1,0,0,0,4,0.00,0.84,19,12,5,2,1,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,.333,2.39,0.1,62.55,2.0%,0.52,11t --- 0 out tie,11t 3 out tie,roberda08,,,
19,9,2012-10-18,NYY,@,DET,"L, 1-8",ALCS G4,8-GF,,4,1.0,1,1,1,1,0,0,1,0,0,0,4,1.42,2.94,14,11,3,2,1,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,.000,0.01,0.0,0.06,0.0%,-0.48,8b --- 0 out d6,8b 3 out d7,roberda08,,,
20,1,2017-10-03,NYY,,MIN,"W, 8-4",ALWC G1,3-6,BW(1-0),2,3.1,3,0,0,0,1,0,5,0,0,1,13,0.00,1.06,52,38,7,11,4,3,2,1,0,3,1,1,0,0,12,0,0,1,0,0,.429,1.26,0.2,26.21,2.1%,1.81,3t 123 1 out a1,6t 12- 2 out a3,roberda08,,,
21,3,2017-10-06,NYY,@,CLE,"L, 8-9 (13)",ALDS G2,6-8,BS(2),2,1.2,1,1,1,1,0,0,3,0,0,0,6,1.80,3.16,25,15,5,5,0,3,1,0,0,0,0,0,0,0,6,0,0,0,0,0,.000,1.57,-0.1,25.10,-1.0%,-0.06,6b --- 2 out a1,8b --- 1 out tie,roberda08,,,
22,4,2017-10-08,NYY,,CLE,"W, 1-0",ALDS G3,8-8,H(1),1,0.1,0,0,0,0,1,0,0,0,0,0,2,1.69,3.72,9,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.000,1.89,0.0,19.59,0.0%,-0.02,8t --- 0 out a1,8t 1-- 1 out a1,roberda08,,,
23,6,2017-10-11,NYY,@,CLE,"W, 5-2",ALDS G5,5-8,W(2-0),2,2.2,0,0,0,0,1,0,2,0,0,0,8,1.13,3.41,29,18,9,2,4,1,0,0,0,2,0,0,0,0,7,0,0,1,0,0,.000,1.56,0.3,64.84,9.0%,2.09,5b 12- 1 out a1,7b 3 out a1,roberda08,,,
24,8,2017-10-14,NYY,@,HOU,"L, 1-2",ALCS G2,7-9,,2,2.0,1,0,0,0,0,0,2,0,0,0,7,0.90,2.96,19,15,5,3,2,3,3,0,0,0,0,0,0,0,7,1,0,0,0,0,.200,1.42,0.2,37.61,2.9%,0.99,7b --- 0 out tie,8b 3 out tie,roberda08,,,
25,10,2017-10-17,NYY,,HOU,"W, 6-4",ALCS G4,6-6,,2,1.0,1,1,1,0,1,0,1,0,0,0,4,1.64,3.07,18,11,4,1,1,1,1,0,0,2,2,0,0,0,3,1,0,0,0,0,.500,2.18,-0.2,66.55,-3.9%,-1.44,6t 12- 0 out tie,6t 3 out d3,roberda08,,,
26,12,2017-10-20,NYY,@,HOU,"L, 1-7",ALCS G6,8-8,,2,0.0,4,4,4,1,0,0,0,0,0,0,4,4.91,3.07,12,8,1,1,0,4,4,0,0,0,0,0,0,0,4,2,0,0,0,0,1.000,0.17,-0.1,7.36,-1.4%,-3.92,8b --- 0 out d2,8b --3 0 out d5,roberda08,,,
27,13,2017-10-21,NYY,@,HOU,"L, 0-4",ALCS G7,7-GF,,0,2.0,1,0,0,0,0,0,3,0,0,0,7,4.15,2.62,27,18,4,5,3,1,0,1,0,0,0,0,0,0,7,0,0,0,0,0,.250,0.08,0.0,6.43,0.4%,0.99,7b --- 0 out d4,8b 3 out d4,roberda08,,,
28,1,2018-10-03,NYY,,OAK,"W, 7-2",ALWC G1,7-7,,2,1.0,0,0,0,0,0,0,1,0,0,0,3,0.00,1.16,12,7,2,2,0,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,.000,0.13,0.0,2.64,0.1%,0.51,7t --- 0 out a6,7t 3 out a6,roberda08,,,
29,2,2018-10-05,NYY,@,BOS,"L, 4-5",ALDS G1,8-GF,,1,1.0,0,0,0,0,0,0,2,0,0,0,3,0.00,0.16,15,10,2,3,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,.000,0.20,0.0,3.13,0.1%,0.53,8b --- 0 out d2,8b 3 out d2,roberda08,,,
30,5,2018-10-09,NYY,,BOS,"L, 3-4",ALDS G4,6-7,,3,1.2,0,0,0,0,1,0,4,0,0,0,6,0.00,0.16,30,20,8,5,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,.000,0.30,0.0,5.80,0.5%,0.79,6t --- 0 out d3,7t 1-- 2 out d3,roberda08,,,
31,1,2021-10-07,TBR,,BOS,"W, 5-0",ALDS G1,7-7,,3,1.0,0,0,0,0,0,0,0,0,0,0,3,0.00,3.17,14,11,6,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,.000,0.36,0.0,5.69,0.2%,0.49,7t --- 0 out a4,7t 3 out a4,roberda08,,,
32,2,2021-10-08,TBR,,BOS,"L, 6-14",ALDS G2,6-6,,0,1.0,1,0,0,0,1,0,1,0,0,0,5,0.00,3.67,20,11,1,2,0,3,0,1,0,0,0,0,0,0,4,1,0,0,0,0,.333,0.47,0.0,7.45,0.2%,0.49,6t --- 0 out d3,6t 3 out d3,roberda08,,,
33,3,2021-10-10,TBR,@,BOS,"L, 4-6 (13)",ALDS G3,10-12,,1,2.0,2,0,0,0,0,0,1,0,0,0,8,0.00,2.92,40,31,8,5,3,4,2,1,0,0,0,0,0,0,8,1,0,0,0,0,.286,2.60,0.3,54.38,3.5%,1.12,10b --- 0 out tie,11b 3 out tie,roberda08,,,
34,1,2022-10-07,PHI,@,STL,"W, 6-3",NLWC G1,8-9,W(1-0),2,1.0,0,0,0,0,0,0,2,0,0,0,3,0.00,-0.89,15,9,6,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,.000,0.17,0.0,1.73,0.1%,0.48,8b --- 0 out d2,8b 3 out d2,roberda08,,,
35,8,2022-10-19,PHI,@,SDP,"L, 5-8",NLCS G2,7-7,,11,0.2,3,1,1,1,0,0,0,0,0,0,5,5.40,8.51,23,16,3,2,2,3,1,1,0,0,0,0,0,0,5,0,0,0,0,0,.500,0.13,0.0,3.30,-0.4%,-0.95,7b --- 0 out d3,7b 12- 2 out d4,roberda08,,,
36,10,2022-10-22,PHI,,SDP,"W, 10-6",NLCS G4,7-8,H(1),2,1.2,1,0,0,0,0,0,3,0,0,0,6,2.70,4.01,17,14,3,4,3,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,.333,0.74,0.1,23.51,1.3%,1.00,7t 1-- 1 out a3,8t 3 out a4,roberda08,,,
37,11,2022-10-23,PHI,,SDP,"W, 4-3",NLCS G5,9-9,H(2),0,0.1,0,0,0,0,2,0,1,0,0,0,3,2.45,5.02,17,7,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,2.93,-0.1,69.35,-1.6%,-0.41,9t --- 0 out a1,9t 12- 1 out a1,roberda08,,,
38,12,2022-10-28,PHI,@,HOU,"W, 6-5 (10)",WS G1,10-GF(11),S(1),4,1.0,1,0,0,0,1,0,2,0,0,1,5,1.93,4.40,25,14,1,5,1,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,.500,5.09,0.2,265.71,6.4%,0.47,10b --- 0 out a1,10b 3 out a1,roberda08,,,
39,15,2022-11-02,PHI,,HOU,"L, 0-5",WS G4,7-7,,4,1.0,0,0,0,0,1,0,1,0,0,0,4,1.59,4.35,11,6,1,1,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,.000,0.08,0.0,5.12,0.2%,0.49,7t --- 0 out d5,7t 3 out d5,roberda08,,,
40,16,2022-11-03,PHI,,HOU,"L, 2-3",WS G5,8-8,,0,1.0,0,0,0,0,1,0,1,0,0,0,4,1.35,4.31,20,11,2,1,1,1,0,0,0,2,1,1,0,0,3,0,0,0,0,0,.000,0.97,0.0,80.81,1.7%,0.83,8t 1-3 0 out d1,8t 3 out d2,roberda08,,,
41,17,2022-11-05,PHI,@,HOU,"L, 1-4",WS G6,8-GF,,1,1.0,1,0,0,0,0,0,1,0,0,0,3,1.17,3.89,15,10,1,2,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,.500,0.05,0.0,3.89,0.3%,0.47,8b --- 0 out d3,8b 3 out d3,roberda08,,,
42,2,2023-10-04,MIA,@,PHI,"L, 1-7",NLWC G2,4-6,,3,2.0,2,2,2,1,0,0,4,0,0,0,8,9.00,5.76,32,26,5,8,1,3,1,0,0,0,0,0,0,0,8,1,0,0,0,0,.333,0.35,0.0,3.37,-0.3%,-0.58,4b --- 0 out d2,6b -2- 0 out d3,roberda08,,,
43,1,2025-10-04,PHI,,LAD,"L, 3-5",NLDS G1,6-7,HL(0-1),5,0.1,1,2,2,0,0,0,0,1,0,0,3,54.00,12.14,15,7,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,.500,2.11,-0.1,33.01,-1.0%,-0.67,6t -2- 2 out a1,7t 12- 0 out a1,roberda08,,-4.45,-5.00
,,,,,,16-27,,,"W-L:6-1,Sv:1,BSv:2,Hld:6",,47.2,38,18,18,6,16,3,57,2,0,3,196,3.40,3.23,797,524,148,104,59,62,28,11,0,25,9,2,0,0,177,11,0,2,0,1,.281,1.26,1.9,43.23,30.2%,7.24,,,roberda08,,-4.45,-5.00
1,11,2020-10-14,TBR,@,HOU,"L, 3-4",ALCS G4,7-8,,60,1.0,1,0,0,0,0,0,2,0,0,0,4,0.00,-0.81,22,13,6,3,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,.500,0.34,0.0,3.27,0.1%,0.51,7b --- 0 out d2,7b 3 out d2,alvarjo03,,,
2,13,2020-10-16,TBR,,HOU,"L, 4-7",ALCS G6,7-8,,1,0.2,0,0,0,0,3,0,2,0,0,0,5,0.00,3.79,25,10,5,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,,0.11,0.0,4.15,-0.1%,-0.57,7t 1-3 2 out d6,8t 123 1 out d5,alvarjo03,,,
3,1,2022-10-07,PHI,@,STL,"W, 6-3",NLWC G1,7-8,,3,0.2,1,2,2,1,1,0,0,0,0,0,4,27.00,27.11,12,7,3,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,.000,0.91,-0.3,9.39,-1.9%,-1.75,7b --- 1 out tie,7b 3 out d2,alvarjo03,,,
4,2,2022-10-08,PHI,@,STL,"W, 2-0",NLWC G2,7-8,H(1),0,0.2,0,0,0,0,1,0,0,0,0,0,3,13.50,17.36,17,9,3,2,1,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,.000,1.37,0.0,15.21,0.2%,0.20,7b 1-- 2 out a2,8b 1-- 1 out a2,alvarjo03,,,
5,3,2022-10-11,PHI,@,ATL,"W, 7-6",NLDS G1,8-9,,2,1.0,0,0,0,0,0,0,1,0,0,0,3,7.71,10.40,11,7,3,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,.000,0.38,0.0,5.96,0.3%,0.51,8b --- 0 out a4,8b 3 out a4,alvarjo03,,,
6,5,2022-10-14,PHI,,ATL,"W, 9-1",NLDS G3,7-7,,2,1.0,0,0,0,0,0,0,2,0,0,0,3,5.40,7.01,14,10,2,3,0,1,1,0,0,1,0,0,0,0,3,0,0,0,0,0,.000,0.43,0.0,9.07,0.4%,0.87,7t 1-- 0 out a5,7t 3 out a5,alvarjo03,,,
7,6,2022-10-15,PHI,,ATL,"W, 8-3",NLDS G4,6-7,H(2),0,1.2,1,1,1,1,0,0,2,0,0,0,6,5.40,7.51,19,13,5,3,3,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,.000,0.63,0.1,14.06,0.8%,-0.12,6t --- 0 out a2,7t --- 2 out a4,alvarjo03,,,
8,7,2022-10-18,PHI,@,SDP,"W, 2-0",NLCS G1,9-GF(10),S(1),2,1.0,0,0,0,0,1,0,1,0,0,0,5,4.50,6.95,17,10,3,3,2,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,.000,2.65,0.1,69.30,1.4%,0.46,9b --- 0 out a2,9b 3 out a2,alvarjo03,,,
9,9,2022-10-21,PHI,,SDP,"W, 4-2",NLCS G3,7-8,H(3),2,1.0,2,0,0,0,0,0,2,0,0,0,5,3.86,5.83,27,15,6,3,2,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,.667,1.61,0.0,50.40,0.1%,0.11,7t --- 0 out a2,8t 1-- 0 out a2,alvarjo03,,,
10,11,2022-10-23,PHI,,SDP,"W, 4-3",NLCS G5,8-8,W(1-0),1,1.0,1,0,0,0,1,0,1,0,0,0,5,3.38,5.61,16,10,2,3,2,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,.333,1.25,0.1,29.59,0.8%,0.49,8t --- 0 out d1,8t 3 out d1,alvarjo03,,,
11,12,2022-10-28,PHI,@,HOU,"W, 6-5 (10)",WS G1,5-6,,4,1.0,0,0,0,0,0,0,1,0,0,0,3,3.00,5.11,7,5,1,2,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,.000,0.92,0.1,47.87,2.0%,0.47,5b --- 1 out tie,6b --- 1 out tie,alvarjo03,,,
12,15,2022-11-02,PHI,,HOU,"L, 0-5",WS G4,5-5,,4,1.0,2,2,2,0,0,0,2,1,0,0,6,4.50,4.81,22,16,2,4,1,2,2,0,0,3,3,1,0,0,4,1,0,0,1,0,.667,0.90,-0.2,57.67,-9.0%,-2.68,5t 123 0 out tie,5t 3 out d5,alvarjo03,,,
13,16,2022-11-03,PHI,,HOU,"L, 2-3",WS G5,6-6,,0,1.0,1,0,0,0,0,0,1,1,0,0,5,4.09,4.75,20,14,1,5,2,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,.333,1.30,0.1,107.86,2.9%,0.49,6t --- 0 out d1,6t 3 out d1,alvarjo03,,,
14,17,2022-11-05,PHI,@,HOU,"L, 1-4",WS G6,6-6,BS(1),1,0.1,1,2,2,1,1,0,1,0,0,1,3,5.56,5.94,18,9,1,1,0,1,0,0,0,2,2,0,0,0,2,0,0,0,0,0,,1.28,-0.3,99.25,-14.9%,-2.15,6b 1-3 1 out a1,6b -2- 2 out d2,alvarjo03,,,
15,1,2023-10-03,PHI,,MIA,"W, 4-1",NLWC G1,7-8,H(1),2,1.0,1,0,0,0,0,0,2,0,0,1,4,0.00,-0.75,17,12,5,3,1,1,1,0,0,2,0,0,0,0,4,0,0,0,0,0,.500,1.72,0.1,17.82,0.6%,0.74,7t 12- 2 out a2,8t 1-- 2 out a2,alvarjo03,,,
16,3,2023-10-07,PHI,@,ATL,"W, 3-0",NLDS G1,6-7,H(2),3,1.0,1,0,0,0,0,0,0,0,0,0,4,0.00,1.26,12,10,2,0,2,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,.250,1.37,0.1,21.46,0.8%,0.54,6b --- 0 out a2,6b 3 out a2,alvarjo03,,,
17,4,2023-10-09,PHI,@,ATL,"L, 4-5",NLDS G2,7-8,H(3),1,1.0,0,0,0,0,0,0,2,0,0,0,3,0.00,0.59,16,10,1,4,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,.000,1.63,0.1,24.90,1.2%,0.54,7b --- 1 out a1,8b --- 1 out a1,alvarjo03,,,
18,6,2023-10-12,PHI,,ATL,"W, 3-1",NLDS G4,6-7,H(4),2,1.0,0,0,0,0,2,0,0,0,0,0,5,0.00,2.76,22,11,0,4,1,2,0,1,0,1,0,0,0,0,3,0,0,0,0,0,.000,1.06,0.0,23.59,0.6%,0.31,6t 1-- 2 out a1,7t 12- 2 out a2,alvarjo03,,,
19,7,2023-10-16,PHI,,ARI,"W, 5-3",NLCS G1,7-8,H(5),3,1.1,1,0,0,0,0,0,1,0,0,0,5,0.00,2.51,15,10,5,0,3,1,1,0,0,1,0,0,0,0,5,0,0,0,0,0,.250,1.08,0.1,28.25,1.6%,0.76,7t 1-- 2 out a2,8t 3 out a2,alvarjo03,,,
20,9,2023-10-19,PHI,@,ARI,"L, 1-2",NLCS G3,7-9,,2,2.0,1,0,0,0,1,1,1,0,0,0,7,0.00,2.85,15,13,0,3,3,2,1,0,0,2,0,0,0,0,6,1,0,1,0,0,.200,2.14,0.4,44.64,4.7%,2.41,7b 1-3 0 out tie,8b 3 out tie,alvarjo03,,,
21,10,2023-10-20,PHI,@,ARI,"L, 5-6",NLCS G4,8-GF,,0,0.1,1,0,0,0,0,0,0,0,0,0,2,0.00,2.86,6,3,1,0,0,2,2,0,0,2,1,0,0,0,2,0,0,0,0,0,.500,2.31,-0.2,70.73,-4.1%,-0.55,8b 12- 2 out tie,8b 3 out d1,alvarjo03,,,
22,13,2023-10-24,PHI,,ARI,"L, 2-4",NLCS G7,7-7,,3,0.1,2,1,1,0,0,0,0,0,0,0,3,1.13,2.88,10,9,2,1,0,3,2,0,0,0,0,0,0,0,2,1,0,0,1,0,.667,1.24,-0.1,103.61,-7.3%,-1.05,7t --- 1 out d1,7t -2- 2 out d2,alvarjo03,,,
23,3,2024-10-08,PHI,@,NYM,"L, 2-7",NLDS G3,7-7,,8,0.2,1,2,2,0,2,0,1,0,0,0,5,27.00,9.17,22,8,2,2,0,2,1,1,0,0,0,1,0,0,3,0,0,0,0,0,.500,0.07,0.0,1.46,0.0%,-0.27,7b --- 0 out d4,7b 123 2 out d4,alvarjo03,,,
,,,,,,13-10,,,"W-L:1-0,Sv:1,BSv:1,Hld:8",,21.2,18,10,10,3,13,1,25,2,0,2,98,4.15,4.74,382,234,61,51,28,30,16,6,0,17,6,2,0,0,81,3,0,1,2,0,.273,1.14,0.0,44.64,-19.0%,0.26,,,alvarjo03,,,
1.0,2.0,2023-10-04,ARI,@,MIL,"W, 5-2",NLWC G2,GS-7,W(1-0),4.0,6.0,5,2,2,0,3,0,4,0,0,0,24,3.0,3.42,100,66,23,9,8,9,5,1,0,,,1,0,0,20,0,0,2,1,0,0.294,1.01,0.1,11.19,0.5%,1.15,1b --- 0 out tie,6b 3 out a3,galleza01,55,,
2.0,4.0,2023-10-09,ARI,@,LAD,"W, 4-2",NLDS G2,GS-6,W(2-0),4.0,5.1,5,2,2,1,2,0,4,0,0,0,23,3.18,4.31,84,53,15,7,4,13,4,0,0,,,0,0,0,21,0,0,0,0,0,0.25,1.02,0.1,15.62,1.3%,1.24,1b --- 0 out a3,6b 12- 1 out a3,galleza01,52,,
3.0,6.0,2023-10-16,ARI,@,PHI,"L, 3-5",NLCS G1,GS-6,L(2-1),6.0,5.0,8,5,5,3,2,0,4,1,0,2,25,4.96,6.44,88,51,10,11,6,12,7,0,0,,,0,0,0,22,2,0,1,0,0,0.333,0.43,-0.2,11.3,-3.5%,-2.38,1b --- 0 out tie,5b 3 out d5,galleza01,33,,
4.0,10.0,2023-10-21,ARI,,PHI,"L, 1-6",NLCS G5,GS-6,L(2-2),4.0,6.0,6,4,4,2,2,0,1,0,0,0,24,5.24,6.93,93,55,13,9,11,10,4,1,0,,,2,0,0,22,0,0,2,0,0,0.211,0.77,-0.1,31.75,-2.8%,-0.82,1t --- 0 out tie,6t 3 out d4,galleza01,43,,
5.0,13.0,2023-10-27,ARI,@,TEX,"L, 5-6 (11)",WS G1,GS-6,,5.0,5.0,4,3,3,0,4,0,5,0,0,0,22,5.27,6.33,99,61,18,10,7,6,3,0,0,,,0,0,0,18,2,0,1,0,0,0.308,1.17,0.0,60.88,-1.1%,-0.44,1b --- 0 out tie,5b 3 out a2,galleza01,48,,
6.0,17.0,2023-11-01,ARI,,TEX,"L, 0-5",WS G5,GS-7,L(2-3),4.0,6.1,3,1,1,0,1,0,6,0,0,0,23,4.54,5.48,83,57,12,10,10,6,1,0,0,,,0,0,0,22,1,0,0,0,0,0.188,0.98,0.1,35.79,1.3%,1.5,1t --- 0 out tie,7t 1-3 1 out d1,galleza01,68,,
,,,,,,2-4,,,W-L:2-3,,33.2,31,17,17,6,14,0,24,1,0,2,141,4.54,5.48,547,343,91,56,46,56,24,2,0,,,3,0,0,125,5,0,6,1,0,0.26,0.88,-0.1,31.75,-4.2%,0.24,,,galleza01,50,,
1,1,2017-10-05,HOU,,BOS,"W, 8-2",ALDS G1,9-GF,,6,1.0,0,0,0,0,0,0,1,0,0,0,3,0.00,1.16,16,13,5,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,.000,0.03,0.0,0.52,0.0%,0.50,9t --- 0 out a6,9t 3 out a6,musgrjo01,,,
2,3,2017-10-08,HOU,@,BOS,"L, 3-10",ALDS G3,7-8,,2,1.0,1,1,1,1,0,0,0,0,0,0,4,4.50,8.66,14,11,2,1,0,4,1,0,0,2,2,0,0,0,4,0,0,0,0,0,.000,0.14,0.0,1.48,-0.1%,-1.10,7b 1-3 0 out d4,7b 3 out d7,musgrjo01,,,
3,8,2017-10-17,HOU,@,NYY,"L, 4-6",ALCS G4,7-8,H(1),8,0.2,2,2,2,0,0,0,0,0,0,0,4,10.13,7.28,14,9,2,2,1,3,2,0,0,1,0,0,0,0,4,0,0,0,0,0,.500,2.19,-0.2,67.01,-4.0%,-0.93,7b 1-- 1 out a2,8b -23 0 out a2,musgrjo01,,,
4,13,2017-10-25,HOU,@,LAD,"W, 7-6 (11)",WS G2,8-9,,7,1.0,0,0,0,0,0,0,0,0,0,0,3,7.36,6.16,9,7,3,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,.000,0.41,0.0,21.52,0.9%,0.50,8b --- 0 out d1,8b 3 out d1,musgrjo01,,,
5,15,2017-10-28,HOU,,LAD,"L, 2-6",WS G4,9-GF,,2,1.0,1,2,2,1,1,1,1,0,0,0,5,9.64,8.52,15,11,1,3,0,3,3,0,0,2,2,0,0,0,3,0,0,0,1,0,.000,0.84,-0.1,53.96,-2.5%,-2.02,9t -23 0 out d1,9t 3 out d5,musgrjo01,,,
6,16,2017-10-29,HOU,,LAD,"W, 13-12 (10)",WS G5,10-GF(10),W(1-0),0,1.0,1,0,0,0,0,0,0,0,0,0,4,7.94,7.57,9,7,1,0,2,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,.250,2.37,0.1,196.12,6.3%,0.50,10t --- 0 out tie,10t 3 out tie,musgrjo01,,,
7,17,2017-10-31,HOU,@,LAD,"L, 1-3",WS G6,7-8,,1,1.0,1,1,1,1,0,0,1,0,0,0,4,8.10,8.56,13,9,2,0,0,3,0,1,0,0,0,0,0,0,4,0,0,0,0,0,.000,0.46,-0.1,41.02,-3.7%,-0.51,7b --- 0 out d1,7b 3 out d2,musgrjo01,,,
8,3,2022-10-09,SDP,@,NYM,"W, 6-0",NLWC G3,GS-8,W(1-0),5,7.0,1,0,0,0,1,0,5,0,0,0,23,0.00,2.11,86,59,15,12,9,8,3,2,0,,,0,0,0,22,0,0,0,0,0,.059,0.71,0.3,14.88,4.0%,3.31,1b --- 0 out tie,7b 3 out a4,musgrjo01,79,,
9,7,2022-10-15,SDP,,LAD,"W, 5-3",NLDS G4,GS-6,,5,6.0,6,2,2,0,3,0,8,0,0,0,27,1.38,2.04,101,64,19,13,7,9,2,2,0,,,0,0,0,24,3,0,0,0,0,.375,0.85,0.0,18.80,0.0%,0.78,1t --- 0 out tie,6t 3 out d2,musgrjo01,57,,
10,10,2022-10-21,SDP,@,PHI,"L, 2-4",NLCS G3,GS-6,L(1-1),5,5.2,8,4,4,1,2,0,5,0,0,0,24,2.89,2.84,100,66,17,7,8,9,6,0,0,,,0,0,1,22,4,0,2,0,0,.438,0.93,-0.2,29.05,-3.9%,-1.39,1b --- 0 out tie,6b -2- 2 out d2,musgrjo01,40,,
11,2,2024-10-02,SDP,,ATL,"W, 5-4",NLWC G2,GS-4,,5,3.2,1,1,1,0,0,0,4,0,0,0,12,2.45,0.98,41,31,12,4,5,3,1,1,0,,,0,0,0,11,1,0,0,1,0,.125,0.67,0.1,6.55,0.3%,0.92,1t --- 0 out tie,4t --- 2 out a4,musgrjo01,59,,
,,,,,,6-5,,,"W-L:2-1,Hld:1",,29.0,22,13,13,4,7,1,25,0,0,0,113,4.03,3.92,418,287,79,42,34,47,19,6,0,5,4,0,0,1,104,8,0,2,2,0,.234,0.85,0.0,1.48,-2.7%,0.56,,,musgrjo01,59,,
1.0,1.0,2014-09-30,KCR,,OAK,"W, 9-8 (12)",ALWC G1,10-12,,2.0,2.1,1,1,1,0,1,0,3,0,0,0,9,3.86,1.85,29,18,7,4,3,2,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0.25,2.08,0.2,43.43,2.3%,0.78,10t --- 0 out tie,12t -2- 1 out tie,finnebr01,,,
2.0,2.0,2014-10-02,KCR,@,LAA,"W, 3-2 (11)",ALDS G1,7-7,,1.0,0.2,0,0,0,0,0,0,0,0,0,0,2,3.0,2.13,3,2,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,2.3,0.1,36.07,0.6%,0.47,7b 1-- 0 out tie,7b --3 2 out tie,finnebr01,,,
3.0,3.0,2014-10-03,KCR,@,LAA,"W, 4-1 (11)",ALDS G2,10-11,W(1-0),0.0,1.0,0,0,0,0,1,0,0,0,0,0,3,2.25,3.13,11,5,1,1,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0.0,2.25,0.1,34.3,1.1%,0.44,10b --- 0 out tie,10b 3 out tie,finnebr01,,,
4.0,5.0,2014-10-10,KCR,@,BAL,"W, 8-6 (10)",ALCS G1,6-6,BS(1),6.0,0.0,2,1,1,0,1,0,0,0,0,0,3,4.5,3.13,14,7,1,1,0,2,1,1,0,0,0,2,0,0,2,0,0,0,0,0,1.0,2.49,-0.3,64.99,-4.8%,-1.98,6b --- 0 out a1,6b 12- 0 out tie,finnebr01,,,
5.0,6.0,2014-10-11,KCR,@,BAL,"W, 6-4",ALCS G2,6-7,,0.0,0.1,1,0,0,0,0,0,0,0,0,0,2,4.15,3.13,9,5,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.5,0.97,0.0,24.94,0.2%,0.1,6b --- 2 out tie,6b 3 out tie,finnebr01,,,
6.0,11.0,2014-10-24,KCR,@,SFG,"W, 3-2",WS G3,7-8,H(1),12.0,0.2,0,0,0,0,0,0,1,0,0,0,2,3.6,2.73,8,4,1,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0.0,2.22,0.1,139.25,4.4%,0.46,7b 1-- 1 out a1,7b 3 out a1,finnebr01,,,
7.0,12.0,2014-10-25,KCR,@,SFG,"L, 4-11",WS G4,6-7,L(1-1),0.0,1.0,5,5,5,0,2,1,0,0,0,0,10,10.5,3.8,32,17,5,1,5,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0.714,1.86,-0.4,113.39,-12.3%,-3.54,6b --- 0 out tie,7b 12- 0 out d3,finnebr01,,,
